name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,google_maps_url,photo_url,image_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,status,ranking_tier,source,scrape_date
Sandwich Sandwich,Food & Produce,food_produce,food-and-produce,"48-52 Baldwin St, Bristol BS1 1QQ, UK",bristol,,sandwich-sandwich,51.45347719999999,-2.5930985,0117 929 2330,https://sandwichsandwich.co.uk/locations/baldwin-street/,customerservice@sandwichsandwich.co.uk,https://maps.google.com/?cid=9922574643215181061,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFtMRGCPl4C98UpervGJywSslRz7FmDWLRycXrLqJpEI1Hi7qCjRgqDAVeFs13MoslzlcvmzT9nARTSOkY4_Q9FSK5vMOYCEIuGsMVBdRyVDsMmf83k3z1CUI6KqscCd6zp4BssKNrg11YMn7c3Yxer9sYeLCWUB5C757Yq3DipMqzDftm9q88YS09K0YRf2RBLeo9A7VZn-VYzPnVhmlEyNGN4taTxlGynleSHvoYNwx5QNKjiYFCL42NetoUrDYWyvH2nZzWYvP_MinX4lpqLBMjo5RC-ishXilOVx1MoeQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFtMRGCPl4C98UpervGJywSslRz7FmDWLRycXrLqJpEI1Hi7qCjRgqDAVeFs13MoslzlcvmzT9nARTSOkY4_Q9FSK5vMOYCEIuGsMVBdRyVDsMmf83k3z1CUI6KqscCd6zp4BssKNrg11YMn7c3Yxer9sYeLCWUB5C757Yq3DipMqzDftm9q88YS09K0YRf2RBLeo9A7VZn-VYzPnVhmlEyNGN4taTxlGynleSHvoYNwx5QNKjiYFCL42NetoUrDYWyvH2nZzWYvP_MinX4lpqLBMjo5RC-ishXilOVx1MoeQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 9:00 AM – 4:00 PM,4.4,919,ChIJk2_6SXiOcUgRBaUj4hARtIk,"{""cafe"",""establishment"",""food"",""meal_takeaway"",""point_of_interest"",""restaurant"",""store""}",independent,https://www.facebook.com/mmmSandwich,https://www.instagram.com/sandwichsandwichuk,https://x.com/mmmsandwich,,,,pending,standard,Google Places,2026-04-11
Better Food,Food & Produce,food_produce,food-and-produce,"Scrapstore House, 21 Sevier St, St Werburgh's, Bristol BS2 9LB, UK",bristol,saint-werburgh's,better-food,51.4687578,-2.5788346,0117 935 1725,http://www.betterfood.co.uk/,,https://maps.google.com/?cid=5247406735783803609,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF42iDMsWRo6izUxufUSEqgIpWpGzh9JyV0W8atsDmiaPkCqfXQvJqLoLIhzsLUNCMN1qZMl-79kl1TtTDrMBs0weSA6HAYhJcb56Nmit6tZZnX3O1TkTdyFVp2905gkPM1BaWcXqm17MthewpX4TUYJs7mpsc2WIZFESp9nuk--UUBvgPJExrDz7FsBUfApzstUiNzCgI_wHZ8xNi7rKrzLC_1ebBX3_3qxGY4bFOyW2Ix5M6Gs1hpXY3svWgMaQnK102k33pExCnMKK13iCF_zF559i5_F3SJdjWa1uI-KQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF42iDMsWRo6izUxufUSEqgIpWpGzh9JyV0W8atsDmiaPkCqfXQvJqLoLIhzsLUNCMN1qZMl-79kl1TtTDrMBs0weSA6HAYhJcb56Nmit6tZZnX3O1TkTdyFVp2905gkPM1BaWcXqm17MthewpX4TUYJs7mpsc2WIZFESp9nuk--UUBvgPJExrDz7FsBUfApzstUiNzCgI_wHZ8xNi7rKrzLC_1ebBX3_3qxGY4bFOyW2Ix5M6Gs1hpXY3svWgMaQnK102k33pExCnMKK13iCF_zF559i5_F3SJdjWa1uI-KQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Store selling local and organic foods plus eco-friendly health and beauty products, with a cafe.",Monday: 8:30 AM – 8:30 PM | Tuesday: 8:30 AM – 8:30 PM | Wednesday: 8:30 AM – 8:30 PM | Thursday: 8:30 AM – 8:30 PM | Friday: 8:30 AM – 8:30 PM | Saturday: 8:30 AM – 8:30 PM | Sunday: 10:30 AM – 4:30 PM,4.2,645,ChIJSQ6whxOOcUgR2bpizp-I0kg,"{""cafe"",""establishment"",""food"",""grocery_or_supermarket"",""health"",""meal_takeaway"",""point_of_interest"",""restaurant"",""store"",""supermarket""}",independent,https://www.facebook.com/betterfood,https://www.instagram.com/betterfoodco,,,,,pending,standard,Google Places,2026-04-11
Morales Latin Market,Food & Produce,food_produce,food-and-produce,"70 Stokes Croft, St Paul's, Bristol BS1 3QY, UK",bristol,saint-paul's,morales-latin-market,51.4625859,-2.5898376,,,,https://maps.google.com/?cid=17909989586184120629,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFacNRjqDzLVpNPK5_NcE6ZQ5VSHs3PECz5L-k7Vs0W8h63AAo8Ola3QUdj4XNrgYYEs_5g9JywvwHhlr8GTTJjKUBdsebyAsqEZtx3GjYUlK-hzPdfuBQ4v121daaXDrmBW13t2z_IRDT_AMpG1ppz1_mLbxpcGeWgnVAiJUOmmjchAmkJkYJirzgTdOdxZEgJKm3MgMgYm9RK4HhrEBa8oAmr0CHvcDqkLCgQKOkx0ctyPOBbrTSPPEoVGpFw4weF-y1lpiQN1Sv-qoAEv9U4aqM7B-VldJqtraVuYHhByw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFacNRjqDzLVpNPK5_NcE6ZQ5VSHs3PECz5L-k7Vs0W8h63AAo8Ola3QUdj4XNrgYYEs_5g9JywvwHhlr8GTTJjKUBdsebyAsqEZtx3GjYUlK-hzPdfuBQ4v121daaXDrmBW13t2z_IRDT_AMpG1ppz1_mLbxpcGeWgnVAiJUOmmjchAmkJkYJirzgTdOdxZEgJKm3MgMgYm9RK4HhrEBa8oAmr0CHvcDqkLCgQKOkx0ctyPOBbrTSPPEoVGpFw4weF-y1lpiQN1Sv-qoAEv9U4aqM7B-VldJqtraVuYHhByw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: Closed | Wednesday: 11:00 AM – 6:00 PM | Thursday: 11:30 AM – 6:00 PM | Friday: 11:30 AM – 6:00 PM | Saturday: 11:00 AM – 8:00 PM | Sunday: 12:00 – 6:00 PM,4.9,34,ChIJ51vZIcyPcUgRNSlzL6MQjfg,"{""cafe"",""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,,,,,,,pending,standard,Google Places,2026-04-11
East Street Deli cafe Bedminster,Food & Produce,food_produce,food-and-produce,"95 East St, Bedminster, Bristol BS3 4HA, UK",bristol,bedminster,east-street-deli-cafe-bedminster,51.4415932,-2.5977857,0117 382 7695,http://eaststdeli.co.uk/,,https://maps.google.com/?cid=1083804050753519942,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFYmx95QhKT-v4dYIyDw-DKv7p7XuFo3yzC4A2aTJtQ8DGObwIRqv31TaCFEmgDjExPIvqXdpP_at0FXj71v77K3HmfMb4pIL8gJ_nE7MYfoZukxZn7Xe6NrmLgTpu4gx_OcwUU1YXPWCuV1FBKkJ4So6sSZvyR7T5XiHvSlNtlNfQP74ecW0HQ3gyY_JhCfG5O_mrbrWC-xDemgN28Ff4f7U2lT5xSl_3QDwh5F1eGNECV4z0CtAB6940qnWWDrev_xnMtAK-b0OCVuTiGobCWE96t6Re2sBm1sVmTJ-05XA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFYmx95QhKT-v4dYIyDw-DKv7p7XuFo3yzC4A2aTJtQ8DGObwIRqv31TaCFEmgDjExPIvqXdpP_at0FXj71v77K3HmfMb4pIL8gJ_nE7MYfoZukxZn7Xe6NrmLgTpu4gx_OcwUU1YXPWCuV1FBKkJ4So6sSZvyR7T5XiHvSlNtlNfQP74ecW0HQ3gyY_JhCfG5O_mrbrWC-xDemgN28Ff4f7U2lT5xSl_3QDwh5F1eGNECV4z0CtAB6940qnWWDrev_xnMtAK-b0OCVuTiGobCWE96t6Re2sBm1sVmTJ-05XA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 10:00 AM – 4:00 AM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM,4.4,74,ChIJHSSQqo-NcUgRRgFLuwpyCg8,"{""establishment"",""food"",""point_of_interest"",""restaurant"",""store""}",independent,https://www.facebook.com/profile.php,https://www.instagram.com/east.st.deli.co,,,,,pending,standard,Google Places,2026-04-11
Herbivore Vegan Deli,Food & Produce,food_produce,food-and-produce,"Unit 4, Cargo 2, Bristol BS1 6ZA, UK",bristol,,herbivore-vegan-deli,51.4472479,-2.5985875,07866 878883,http://herbivore-vegan-deli.co.uk/,herbivorebristol@icloud.com,https://maps.google.com/?cid=7688153973728648674,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEviuPlqR63s3zMg10SrV3vipHzWnbM1T-Ug4iwXamrKHidi3Mw42hvSeDmhGye3_wTsNdCpPh-AwFRCDAvsCOGFCdByGSYPq5vHx1eMDthz4oBDMcAlMP72pNNs4y2GLDsFT6IdUUd77MPWYCzT2i78EY99sAy9xjY2x4C-qIIgyqR7Tqx82ql6P6jfKdkNYbo1-f25_9GfMxhJE4LXl46ChWuizAiosDyGOH3HoCpKcGdup-5fWcGayx5VVYVrX5hV1q9TEBjbTW02lzZSTFl2eKxrz-VXMGhtBrjDjXZCxmDj3spxHdjh3EVRBzBQQjXrPVl4IuN09IdmxY3QOJGixTAWLIeK6EjDh4UDJWK_aqS46JdQ77HMSKHcslqbXjcHQcpnIz9HfdMGZ69OXCXdmQSKD9D7hHrnGAuA3FxV3lQziRyz38Ucn16Zxy4&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEviuPlqR63s3zMg10SrV3vipHzWnbM1T-Ug4iwXamrKHidi3Mw42hvSeDmhGye3_wTsNdCpPh-AwFRCDAvsCOGFCdByGSYPq5vHx1eMDthz4oBDMcAlMP72pNNs4y2GLDsFT6IdUUd77MPWYCzT2i78EY99sAy9xjY2x4C-qIIgyqR7Tqx82ql6P6jfKdkNYbo1-f25_9GfMxhJE4LXl46ChWuizAiosDyGOH3HoCpKcGdup-5fWcGayx5VVYVrX5hV1q9TEBjbTW02lzZSTFl2eKxrz-VXMGhtBrjDjXZCxmDj3spxHdjh3EVRBzBQQjXrPVl4IuN09IdmxY3QOJGixTAWLIeK6EjDh4UDJWK_aqS46JdQ77HMSKHcslqbXjcHQcpnIz9HfdMGZ69OXCXdmQSKD9D7hHrnGAuA3FxV3lQziRyz38Ucn16Zxy4&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 11:00 AM – 4:00 PM | Wednesday: 11:00 AM – 6:00 PM | Thursday: 11:00 AM – 6:00 PM | Friday: 11:00 AM – 6:00 PM | Saturday: 11:00 AM – 6:00 PM | Sunday: 11:00 AM – 4:00 PM,4.9,67,ChIJE4kKkkiNcUgR4p2aNk7PsWo,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,https://www.facebook.com/Herbivorevegandeli,https://www.instagram.com/herbivore_vegan_deli,,,,,pending,standard,Google Places,2026-04-11
Divino Deli,Food & Produce,food_produce,food-and-produce,"1 Worrall Rd, Clifton, Bristol BS8 2UF, UK",bristol,clifton,divino-deli,51.46932349999999,-2.6146656,0117 946 6401,http://www.divinodeli.co.uk/,,https://maps.google.com/?cid=9262641003801726779,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE102XaPt6bXcjhWBZ770fRLlt84z1h2U_sPdcg_B9Bi-KiO2sUAfM9Klb-5uhVwfNabONBmNC65ykg93sTzF9YszXmjEZcle7bFKN7Fm_3C7Msz3uL0BIylBwHJD2oN2X6sz0GosMTs9YEbqSuv8xt4_OjDNpbqrPzX9ibZq9QgnfDiDtzLNDROyJnIkgzTUyim9Y6nuo5PatXbb6tjByfsYYWbFrBq-SfspVf-RqJnj1HZIIn1x2iPNC0vAKlATHhlnF8fi1cIu_X5DfY-TapiKpa94zRgHX2eIHiSAiypA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE102XaPt6bXcjhWBZ770fRLlt84z1h2U_sPdcg_B9Bi-KiO2sUAfM9Klb-5uhVwfNabONBmNC65ykg93sTzF9YszXmjEZcle7bFKN7Fm_3C7Msz3uL0BIylBwHJD2oN2X6sz0GosMTs9YEbqSuv8xt4_OjDNpbqrPzX9ibZq9QgnfDiDtzLNDROyJnIkgzTUyim9Y6nuo5PatXbb6tjByfsYYWbFrBq-SfspVf-RqJnj1HZIIn1x2iPNC0vAKlATHhlnF8fi1cIu_X5DfY-TapiKpa94zRgHX2eIHiSAiypA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: Closed,4.9,187,ChIJjQiYROmNcUgRO8-R2eqCi4A,"{""establishment"",""food"",""grocery_or_supermarket"",""point_of_interest"",""store""}",independent,,https://www.instagram.com/divinodeli,,https://www.tiktok.com/@divinodeli,,,pending,standard,Google Places,2026-04-11
Taste of Napoli,Food & Produce,food_produce,food-and-produce,"32 The Horsefair, Broadmead, Bristol BS1 3HZ, UK",bristol,broadmead,taste-of-napoli,51.4581398,-2.5906992,0117 329 1340,http://www.tasteofnapoli.co.uk/,info@tasteofnapoli.co.uk,https://maps.google.com/?cid=9849190546463097416,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH-IgqdjjxoOB2WzgN7FDrlIXZtoJ7RUGI4pmp0H9mqlks9c5ucW-_wtLf5C0iuvJQFHk95BxDQAktJRwW7l5rCq3sNipp4Q0J1treiv6Vpyq52CQ1rE4ReJQeVKab0RGvjIovY2SLpIYDgZm44skbBZF6lNVVN9wb1DKMUDU1-sd8Hf8Amd1AVAHW1ywWilNMFurgbo30KQ6D9Rsy4f656ZwjMbDfDo73LroKOLbd9aplz_O6gvZ25tjfNMPpMo-ZZ1Z8YYeyhpg9p7UgvmYEC4YPiCBJh-_co9TNfL-m6bw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH-IgqdjjxoOB2WzgN7FDrlIXZtoJ7RUGI4pmp0H9mqlks9c5ucW-_wtLf5C0iuvJQFHk95BxDQAktJRwW7l5rCq3sNipp4Q0J1treiv6Vpyq52CQ1rE4ReJQeVKab0RGvjIovY2SLpIYDgZm44skbBZF6lNVVN9wb1DKMUDU1-sd8Hf8Amd1AVAHW1ywWilNMFurgbo30KQ6D9Rsy4f656ZwjMbDfDo73LroKOLbd9aplz_O6gvZ25tjfNMPpMo-ZZ1Z8YYeyhpg9p7UgvmYEC4YPiCBJh-_co9TNfL-m6bw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Pizza, panini & other Italian eats, plus espresso drinks, are offered at this snug, family-fun cafe.",Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 10:00 AM – 5:00 PM,4.7,1008,ChIJo-Nf-hWBcUgRSIIRZ55ar4g,"{""cafe"",""establishment"",""food"",""grocery_or_supermarket"",""point_of_interest"",""restaurant"",""store""}",independent,https://www.facebook.com/TasteofNapoliuk,https://www.instagram.com/tasteofnapoli,https://twitter.com/TasteofNapoli,,,,pending,standard,Google Places,2026-04-11
Sonny Stores,Food & Produce,food_produce,food-and-produce,"47 Raleigh Rd, Southville, Bristol BS3 1QS, UK",bristol,southville,sonny-stores,51.4441443,-2.6099046,0117 966 0821,http://www.sonnystores.com/,admin@sonnystores.com,https://maps.google.com/?cid=6501050457374501634,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGPOAyBKm0TuxyOfM7M8ccgV7IXi4Yfk2w_fneyt_yobMR3lzMSME2e6qRqgauIvhA64rsHMftks9RJp-c7ObCpEq2ysZtL4WWbg5o42MJEznsOGi315SvrhOgAhP-n1UUTIOyfBbCp9Caqx3At1Np5vGpzqJ_0ppgS8wtNQmSStBC_YJrLVR2cZfWHcS7zaGgxowltg5a3porHsqbNZuwVpOspT7l1aHeKyvZaPgjdxvU0aEMFOuaKVNVOSecrL2J2dbj-6qbuvFFPV0GSvOlqJuowvzM4Nu9DS7bzn3ABEzCHdVvlnOq7XTSbtVe7So08THMFScHf0CkI9rux5VajA_XduDUEuiLw_nrzvh1ten_2qUvDv9e53XTMrJycf8f7Z8pdTa5VUQCxJwepSPROUDbavLFl9c753CDkNJ3h4CPp&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGPOAyBKm0TuxyOfM7M8ccgV7IXi4Yfk2w_fneyt_yobMR3lzMSME2e6qRqgauIvhA64rsHMftks9RJp-c7ObCpEq2ysZtL4WWbg5o42MJEznsOGi315SvrhOgAhP-n1UUTIOyfBbCp9Caqx3At1Np5vGpzqJ_0ppgS8wtNQmSStBC_YJrLVR2cZfWHcS7zaGgxowltg5a3porHsqbNZuwVpOspT7l1aHeKyvZaPgjdxvU0aEMFOuaKVNVOSecrL2J2dbj-6qbuvFFPV0GSvOlqJuowvzM4Nu9DS7bzn3ABEzCHdVvlnOq7XTSbtVe7So08THMFScHf0CkI9rux5VajA_XduDUEuiLw_nrzvh1ten_2qUvDv9e53XTMrJycf8f7Z8pdTa5VUQCxJwepSPROUDbavLFl9c753CDkNJ3h4CPp&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,Easygoing restaurant with a neighborhood vibe specialising in seasonal Italian dishes.,,4.7,432,ChIJe7h92BaNcUgRAquyavJeOFo,"{""establishment"",""food"",""point_of_interest"",""restaurant""}",independent,http://www.facebook.com/2008,https://www.instagram.com/sonnystores,,,,,pending,standard,Google Places,2026-04-11
PepeNero Pizza Restaurant,Food & Produce,food_produce,food-and-produce,"The Square, Long Down Ave, Stoke Gifford, Bristol BS16 1GU, UK",bristol,,pepenero-pizza-restaurant,51.4968037,-2.5590026,0117 302 1046,https://pepenero.co.uk/,,https://maps.google.com/?cid=12247889349833035184,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGm3E3z5aJCHpK7-gCZP7ZUWrfnYRTDZXBCGDGu7xvOr33DGOrdawlzvYDGAHgvOW2ocCGZumkZ-u-2oPvqVjv2_LAPIRCDyaIxnV5Q3Nsm8n9FPZ6twyx_p3a3lDZlQNNPbvlE3hT92361DbPl1Q5je821M_u-stcBxCnc5g2DzIcZCBsoVjcCtAVjRl7TN1HOK8KZkgJ6WBIDlEeWHwS_d5BxkXpMoV69THXwTsy980LL9zoZLjb2vY8TaI8T0STgHeUrw-PIFri2HbjpgrkRAaQ-mSpDISoTAmVOz4bLqA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGm3E3z5aJCHpK7-gCZP7ZUWrfnYRTDZXBCGDGu7xvOr33DGOrdawlzvYDGAHgvOW2ocCGZumkZ-u-2oPvqVjv2_LAPIRCDyaIxnV5Q3Nsm8n9FPZ6twyx_p3a3lDZlQNNPbvlE3hT92361DbPl1Q5je821M_u-stcBxCnc5g2DzIcZCBsoVjcCtAVjRl7TN1HOK8KZkgJ6WBIDlEeWHwS_d5BxkXpMoV69THXwTsy980LL9zoZLjb2vY8TaI8T0STgHeUrw-PIFri2HbjpgrkRAaQ-mSpDISoTAmVOz4bLqA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 10:30 AM – 10:00 PM | Wednesday: 10:30 AM – 10:00 PM | Thursday: 10:30 AM – 10:00 PM | Friday: 10:30 AM – 10:00 PM | Saturday: 10:30 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM,4.8,380,ChIJm08j69yRcUgRsI0WuXg--ak,"{""bar"",""cafe"",""establishment"",""food"",""point_of_interest"",""restaurant"",""store""}",independent,http://www.facebook.com/2008,,,,,,pending,standard,Google Places,2026-04-11
C & T Licata & Son Ltd,Food & Produce,food_produce,food-and-produce,"36 Picton St, Montpelier, Bristol BS6 5QA, UK",bristol,montpelier,c-t-licata-son-ltd,51.46561330000001,-2.5886676,0117 924 7725,http://www.licata.co.uk/,,https://maps.google.com/?cid=11686053333024049194,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGhpwvlU0STucL7RmHBLAJYyEc32OL_USfDHsiyBDNC1rLyiJisCQ-BslRRGGnkfN0oz9UqT9MxNVCKnyU8tYoRPFA6ZJY_VIOyZNFnfx7epdQ39tVU5ESETd3XEDEmxjSkkXxYRLIy1bZ8V75T3KV4kqakqQ-HlNdwxb-ORTNVLyvMKJ9FZ4jC11__e9p-y0o1HXa2lkqDXYXEWPXnBD6wfS8zbcLl0_bcv9JHnfmsTcaEm9WD7i_Xb26V1dQSuxTkGJ2SD2vi76vFp3pnW26BGnvAPl5Ue8R4pbCJSsaUmRrkMBx98LjJ3CkEO47a8ZbAk2dbEOMWXoGMQOKN_ODo2_TMFpFWiSdeRCfeeMF3U6a2vCagsFQ1TW6sY3c5HVOtKWiKwn7k_rPIFYTQlqbCvn1d8QjPXCSdHDVmklQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGhpwvlU0STucL7RmHBLAJYyEc32OL_USfDHsiyBDNC1rLyiJisCQ-BslRRGGnkfN0oz9UqT9MxNVCKnyU8tYoRPFA6ZJY_VIOyZNFnfx7epdQ39tVU5ESETd3XEDEmxjSkkXxYRLIy1bZ8V75T3KV4kqakqQ-HlNdwxb-ORTNVLyvMKJ9FZ4jC11__e9p-y0o1HXa2lkqDXYXEWPXnBD6wfS8zbcLl0_bcv9JHnfmsTcaEm9WD7i_Xb26V1dQSuxTkGJ2SD2vi76vFp3pnW26BGnvAPl5Ue8R4pbCJSsaUmRrkMBx98LjJ3CkEO47a8ZbAk2dbEOMWXoGMQOKN_ODo2_TMFpFWiSdeRCfeeMF3U6a2vCagsFQ1TW6sY3c5HVOtKWiKwn7k_rPIFYTQlqbCvn1d8QjPXCSdHDVmklQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed,4.8,237,ChIJZbFhzAyOcUgRKggrTZczLaI,"{""establishment"",""food"",""grocery_or_supermarket"",""liquor_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11
Chandos Deli,Food & Produce,food_produce,food-and-produce,"6 Princess Victoria St, Clifton, Bristol BS8 4BP, UK",bristol,clifton,chandos-deli,51.4549291,-2.6193548,0117 974 3275,,,https://maps.google.com/?cid=5863007032025129801,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGR461o3Mgmylnj6DEyVSBP9pFcy4wOKqd5VvO_uDPPyR232-_9kzaatnFItu-e75BkhD4qCPQo3FTKzuyuG8jp4h7Ncz6TJKz2lKyjKhy6LD7DowatEdkkimS5lydO6XFlZp8ft0jkyzmdQzZcl8nSiFcB-akB49JSITYWPg-82QOD9GiHRTVeS0HldWvQ6Q831XmXfuU9gV5bCUhvMeDvGWaLc5ihN40-urae9OT5Isq1jyeP_5K2Y5jCm5Mi7ufVvCDO4tza1oUnmzQP1u6cTF9W87jBcOwbZYyW4lM45raDVyYEq-Aaeot5_WnmokBsDAd02EWvt3AUCBfKVVttzLmNO7Dz3pdhJyqqY-XW11dCq-X9XcDWc01BE_LyfNPWkffe-b2uuMCclH5sR5xM8xepbwckf9_YQMr3lJpt6Q&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGR461o3Mgmylnj6DEyVSBP9pFcy4wOKqd5VvO_uDPPyR232-_9kzaatnFItu-e75BkhD4qCPQo3FTKzuyuG8jp4h7Ncz6TJKz2lKyjKhy6LD7DowatEdkkimS5lydO6XFlZp8ft0jkyzmdQzZcl8nSiFcB-akB49JSITYWPg-82QOD9GiHRTVeS0HldWvQ6Q831XmXfuU9gV5bCUhvMeDvGWaLc5ihN40-urae9OT5Isq1jyeP_5K2Y5jCm5Mi7ufVvCDO4tza1oUnmzQP1u6cTF9W87jBcOwbZYyW4lM45raDVyYEq-Aaeot5_WnmokBsDAd02EWvt3AUCBfKVVttzLmNO7Dz3pdhJyqqY-XW11dCq-X9XcDWc01BE_LyfNPWkffe-b2uuMCclH5sR5xM8xepbwckf9_YQMr3lJpt6Q&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,4.1,77,ChIJWSPe5ceNcUgRSaN5A9WVXVE,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11
