name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,google_maps_url,photo_url,image_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,status,ranking_tier,source,scrape_date,last_synced_at
Danny Osborne Design,Art & Design,art_design,art-and-design,"32 Colston Rd, Easton, Bristol BS5 6AE, UK",bristol,easton,danny-osborne-design,51.4637019,-2.5616426,07703 019291,http://www.danny-osborne.co.uk/,,https://maps.google.com/?cid=9609372592342560976,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGXWMAm6QG_GThfKxUO-iATLa_WhG3Bf6e8Q2QHVD8CfGv7cUIbeuvr3EWhyA0zGvzwTYbaf54yt7c_grl2U0pIejoKHTTZJNa3aUtd9MtR1Exop1dYSntSyTSKOIXyHkbCjacSj4h30Cd2NfnDAClHmp3Mrch9CUV-1g6euALcbMayqMFqiqZcH2rYwSC51fBJK78CW0k6_b2P5yorume6XY3jTCIr7uVlsZcezaoUiEePYFW0CxO1SHL4gddIfEUHqVVXhwQC0iOrvdSdmjHsbTQPChtHhFYtLKl_GVEoZQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGXWMAm6QG_GThfKxUO-iATLa_WhG3Bf6e8Q2QHVD8CfGv7cUIbeuvr3EWhyA0zGvzwTYbaf54yt7c_grl2U0pIejoKHTTZJNa3aUtd9MtR1Exop1dYSntSyTSKOIXyHkbCjacSj4h30Cd2NfnDAClHmp3Mrch9CUV-1g6euALcbMayqMFqiqZcH2rYwSC51fBJK78CW0k6_b2P5yorume6XY3jTCIr7uVlsZcezaoUiEePYFW0CxO1SHL4gddIfEUHqVVXhwQC0iOrvdSdmjHsbTQPChtHhFYtLKl_GVEoZQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,5,1,ChIJG3wTr2qPcUgR0PDzyHVZW4U,"{""establishment"",""point_of_interest""}",independent,http://www.facebook.com/2008,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:26:31
EASTON ROAD STUDIOS,Art & Design,art_design,art-and-design,"UNIT 11 CIRCUIT, 32 Easton Rd, Easton, Bristol BS5 0DB, UK",bristol,easton,easton-road-studios,51.4603185,-2.5682079,,http://facebook.com/eastonroadstudios,,https://maps.google.com/?cid=5900570162370683223,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHL8XQhd3977xeX5vQQq1NBHcIKuU8xacKnm4Iu_62NrqT1JN1tI_ydYx0V8C5S_oKIHTYxLPlNTFfMev504WQ2hf0mOXDjqn5HMKwfuUPZRGOb67E7rMpC4cLVOa8BwvY389WyUV2NlccXXTG88waKtjujvAAuunEgXSf4ZKmDF1BOAje67Apu3_6CLZB7GDI9TFCt6QoUBqjLFql_De-quCqNP7C4-tOiU77SkEb0aH5GbAShuh8XdGZOiKKdtkBpNWEiy6MxiHd7M9b8qfZsMflnt_IVdAZ15PVGMMg_Ow&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHL8XQhd3977xeX5vQQq1NBHcIKuU8xacKnm4Iu_62NrqT1JN1tI_ydYx0V8C5S_oKIHTYxLPlNTFfMev504WQ2hf0mOXDjqn5HMKwfuUPZRGOb67E7rMpC4cLVOa8BwvY389WyUV2NlccXXTG88waKtjujvAAuunEgXSf4ZKmDF1BOAje67Apu3_6CLZB7GDI9TFCt6QoUBqjLFql_De-quCqNP7C4-tOiU77SkEb0aH5GbAShuh8XdGZOiKKdtkBpNWEiy6MxiHd7M9b8qfZsMflnt_IVdAZ15PVGMMg_Ow&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJEx0vYRuPcUgRV6Ff1EwJ41E,"{""establishment"",""point_of_interest""}",independent,https://www.facebook.com/eastonroadstudios,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:26:45
P & K Painting and Decorator Services Limited,Art & Design,art_design,art-and-design,"Stapleton Rd, Easton, Bristol BS5 6NE, UK",bristol,easton,p-k-painting-and-decorator-services-limited,51.4669503,-2.568168,07523 088120,,,https://maps.google.com/?cid=2714063385015030755,,,,Monday: Open 24 hours | Tuesday: 8:00 AM – 4:30 PM | Wednesday: Closed | Thursday: 8:00 AM – 4:30 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 AM – 12:00 PM | Sunday: Closed,5,1,ChIJoU7edb6PcUgR4xO32URKqiU,"{""establishment"",""painter"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:26:47
Best Coat Decorating Bristol,Art & Design,art_design,art-and-design,"22 Anstey St, Easton, Bristol BS5 6DQ, UK",bristol,easton,best-coat-decorating-bristol,51.4659495,-2.5630773,07554 475682,,,https://maps.google.com/?cid=8690976058219986832,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFLGV24c1ExLhDnPLnxOj8stTy_KCgJtK1tt-RPd5SL-oYCTJeGkluudQ3t-loeaAY76-klDiOS1oc5fslt6XcQkSGh5Be3bThj-62tdfPtJdrxlzsl4rrFXIjpEXqBz-98f2rONTljYJ4h_M01tKliCRXj4jT-K-hOM65IXy1X9h4VzOcX9PjK-EO7t0t9RQU1YECuLYypkoA7JKBPhzrq0uExyon1e3RXapUEJdMA_PmVke75DIgeDPLDrVyDxFdT4piNwTuN8fWDn38-cWTxFrJANtF9ojV9fmU1TT2v1g&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFLGV24c1ExLhDnPLnxOj8stTy_KCgJtK1tt-RPd5SL-oYCTJeGkluudQ3t-loeaAY76-klDiOS1oc5fslt6XcQkSGh5Be3bThj-62tdfPtJdrxlzsl4rrFXIjpEXqBz-98f2rONTljYJ4h_M01tKliCRXj4jT-K-hOM65IXy1X9h4VzOcX9PjK-EO7t0t9RQU1YECuLYypkoA7JKBPhzrq0uExyon1e3RXapUEJdMA_PmVke75DIgeDPLDrVyDxFdT4piNwTuN8fWDn38-cWTxFrJANtF9ojV9fmU1TT2v1g&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 7:00 PM | Tuesday: 8:30 AM – 7:00 PM | Wednesday: 8:30 AM – 7:00 PM | Thursday: 8:30 AM – 7:00 PM | Friday: 8:30 AM – 7:00 PM | Saturday: 8:30 AM – 7:00 PM | Sunday: 8:30 AM – 7:00 PM,5,51,ChIJ2d0vNXePcUgRkH-gna2MnHg,"{""establishment"",""painter"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:26:47
G & P Upholsterers,Home & Interiors,home_interiors,home-and-interiors,"112 Stapleton Rd, St Jude's, Bristol BS5 0PR, UK",bristol,saint-judes,g-p-upholsterers,51.4615662,-2.5731853,07860 590308,http://www.upholsterybristol.com/,,https://maps.google.com/?cid=16120601258931425843,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEUW-9Asl9oPDLq2EFSMjCVCid5rbd5bjNF_uL_M8l0jVIglGykIM3YNaXSTf1Y7azZJZ42WS7o5cJ242AbCd2jaRDD_QpiqyDNQNUEeh_DimDvwQ3byGIFEW3I637cDXcRoXZYQpbohBszn7szYqy_mWKzMjHzZdaPhp2u7d_-eYeHx8QT7j8eLjyZ1eNwdtpCeMo0iRBUUqdJPvMXGkG6Lw6nfrBFQBaJODeccyo8FRy_re-7ArTUNRGLfWSQKwgtetieMBHZBIUwGXB3Fs4vvwFRmUg-IgN-vfyak8tyjkbQ5UosDI_VMRrr4mTqLBFMi_i1OVXb8XNOG5XdqekLmgJciQA0OKIGgEdoC5yp0NmpoZhX9FzE0-XCBTmYqDTYZ_iP7eN7Pzaa5dCWAFRIRzMZgEM_LdwdJFv93lA6DOCKRnLMQf088BCp-eFO&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEUW-9Asl9oPDLq2EFSMjCVCid5rbd5bjNF_uL_M8l0jVIglGykIM3YNaXSTf1Y7azZJZ42WS7o5cJ242AbCd2jaRDD_QpiqyDNQNUEeh_DimDvwQ3byGIFEW3I637cDXcRoXZYQpbohBszn7szYqy_mWKzMjHzZdaPhp2u7d_-eYeHx8QT7j8eLjyZ1eNwdtpCeMo0iRBUUqdJPvMXGkG6Lw6nfrBFQBaJODeccyo8FRy_re-7ArTUNRGLfWSQKwgtetieMBHZBIUwGXB3Fs4vvwFRmUg-IgN-vfyak8tyjkbQ5UosDI_VMRrr4mTqLBFMi_i1OVXb8XNOG5XdqekLmgJciQA0OKIGgEdoC5yp0NmpoZhX9FzE0-XCBTmYqDTYZ_iP7eN7Pzaa5dCWAFRIRzMZgEM_LdwdJFv93lA6DOCKRnLMQf088BCp-eFO&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: Closed,4.7,12,ChIJNTtlFmqOcUgRM5JSNG_ht98,"{""establishment"",""furniture_store"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:26:53
Daniel Tomlinson Cabinet Maker,Home & Interiors,home_interiors,home-and-interiors,"Bannerman Buildings, Easton, Bristol BS5 0RR, UK",bristol,easton,daniel-tomlinson-cabinet-maker,51.46220779999999,-2.5662589,07464 340760,http://www.danieltomlinson.co.uk/,dan@danieltomlinson.co.uk,https://maps.google.com/?cid=498123554828861643,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFTNFk6M6o_fpYfhibj7nRPJ0MRLgwM7YFT-Q05YbN4ZyyZzGLeEObeAMmt2IRCAGby_ebnUNfkx8En2i-8TWrqy12xuofflQ5qoJ-V6R9QZV7sJosWriiAIyYiEe6KIMwTO_8mrz-HL-6eyx_VvmTN2jejpUFGuafqjtybieXmXrMwmgXeJGDjQkZ5M2liXmOUNSBN6GpTKNICkgY7uQgIZoBignLgtdAnok6cM3oAgLmEHfygvacqGLEPzjk_ShfdKivtXBorQbTOoQ32y_L4sJZTiVj4P-NLVdoGX9xeSA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFTNFk6M6o_fpYfhibj7nRPJ0MRLgwM7YFT-Q05YbN4ZyyZzGLeEObeAMmt2IRCAGby_ebnUNfkx8En2i-8TWrqy12xuofflQ5qoJ-V6R9QZV7sJosWriiAIyYiEe6KIMwTO_8mrz-HL-6eyx_VvmTN2jejpUFGuafqjtybieXmXrMwmgXeJGDjQkZ5M2liXmOUNSBN6GpTKNICkgY7uQgIZoBignLgtdAnok6cM3oAgLmEHfygvacqGLEPzjk_ShfdKivtXBorQbTOoQ32y_L4sJZTiVj4P-NLVdoGX9xeSA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJI5W5kNDEGSkRy0DU47uw6QY,"{""establishment"",""point_of_interest""}",independent,,https://www.instagram.com/dancabinetmaker,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:04
The Update Kitchen Company,Home & Interiors,home_interiors,home-and-interiors,"Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,the-update-kitchen-company,51.462698,-2.5678091,0117 287 2612,,,https://maps.google.com/?cid=14722812187377497784,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEvdOEYF3i9-vdFUtJRiTTOZBZfqCKaY3OubfUDrzB16cSpG6oidZs4lKvJpwW9D7b0dr2IG3f2PLpagXIT5eEeGoE3e4h0ksSgwXOzvKdFZ4Wkd2qke5gQ4jGWpRzVm7ybPHZeoeux_lSbbu4GbGBoX2R6gg7NCpySPAeQgs0AdoJHOaMQT9dg3QPdpW2h7UufvXyYHCCWa9YlMlR5EUmzp7_tnGX0rOlhM3wVaGP8Vv7C6BeOVW55jNV3iwhBPqx2H2XWj7KPoB01-LxHR4KDxQhzpvVhL_LmUau94k-wHw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEvdOEYF3i9-vdFUtJRiTTOZBZfqCKaY3OubfUDrzB16cSpG6oidZs4lKvJpwW9D7b0dr2IG3f2PLpagXIT5eEeGoE3e4h0ksSgwXOzvKdFZ4Wkd2qke5gQ4jGWpRzVm7ybPHZeoeux_lSbbu4GbGBoX2R6gg7NCpySPAeQgs0AdoJHOaMQT9dg3QPdpW2h7UufvXyYHCCWa9YlMlR5EUmzp7_tnGX0rOlhM3wVaGP8Vv7C6BeOVW55jNV3iwhBPqx2H2XWj7KPoB01-LxHR4KDxQhzpvVhL_LmUau94k-wHw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:30 PM | Tuesday: 9:00 AM – 5:30 PM | Wednesday: 9:00 AM – 5:30 PM | Thursday: 9:00 AM – 5:30 PM | Friday: 9:00 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,,,ChIJq6pqE0GOcUgRuHZt-63vUcw,"{""establishment"",""furniture_store"",""general_contractor"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:06
Tickety Boo Upholstery,Home & Interiors,home_interiors,home-and-interiors,"Bannerman Buildings, Bannerman Rd, Easton, Bristol BS5 0RR, UK",bristol,easton,tickety-boo-upholstery,51.4627668,-2.5663816,07748 486747,https://ticketbooupholstery.com/,,https://maps.google.com/?cid=13822566244542980795,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGb8R3ZV3wYtJJ7kyGropHURjPJkvauVsgwRLhtlqsXJkcThxLAWdE7V0fYptIiKdalaokj8AhSe2jdPMBxDeIdTfkgGFww9s_sa_0uUM2p8pqBl_CoDiJikNuKWJTXUt8fN-6O96gUUglIREUHjbdi9HkOUY1HX3A6MsW_yhxgDT__9_WHyn1pP3tywYKVBMPkxdcgB9yWyXZ0gXWt8CGWzxggnzDAfZYh0BGDeDBHAO4DUwr3ZNsoR7CF5bAQJXkSR8RGExeUjVrPe8HxnGDMNzWfvKlN-m8DMgSqSTyLZw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGb8R3ZV3wYtJJ7kyGropHURjPJkvauVsgwRLhtlqsXJkcThxLAWdE7V0fYptIiKdalaokj8AhSe2jdPMBxDeIdTfkgGFww9s_sa_0uUM2p8pqBl_CoDiJikNuKWJTXUt8fN-6O96gUUglIREUHjbdi9HkOUY1HX3A6MsW_yhxgDT__9_WHyn1pP3tywYKVBMPkxdcgB9yWyXZ0gXWt8CGWzxggnzDAfZYh0BGDeDBHAO4DUwr3ZNsoR7CF5bAQJXkSR8RGExeUjVrPe8HxnGDMNzWfvKlN-m8DMgSqSTyLZw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,ChIJv732b2iPcUgRuyJKqsOe078,"{""establishment"",""furniture_store"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:06
King Size Mattress,Home & Interiors,home_interiors,home-and-interiors,"2 Roman Rd, Easton, Bristol BS5 6DH, UK",bristol,easton,king-size-mattress,51.4663106,-2.564378,,https://levishomes.co.uk/king-size-mattress/,,https://maps.google.com/?cid=4199952984127153856,,,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,,ChIJB8LSG6ePcUgRwKY9nPw6STo,"{""establishment"",""furniture_store"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:07
BS5 FLOORING LTD,Home & Interiors,home_interiors,home-and-interiors,"309 Stapleton Rd, Easton, Bristol BS5 0NH, UK",bristol,easton,bs5-flooring-ltd,51.4670682,-2.568085,0117 336 6216,,,https://maps.google.com/?cid=2297712865089507134,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFuohOuEAUk684vKYvBRY9WtsbBbDrlF0dDx47neHzGgbyLz6rweq7AL3f9toLoTTYPq6TtnIseYB_bv875T2XJ2s5HOfJ6Fr8LBOG_mJ8HLMhNTQmN8Gdgyen8IBmk10zWkKUWyHiB1LKHVFD8YJBOsESH6yhXikisQbij3CuDDvX2pyRe-b8ZUM4kOF10Itnm8CDjEIEkprBfjp_3InbU-kbCtyUYy2E1-_UH0EWkCxjp47ncHpKm8fIGeLTuSyF3NMHEn_6QDUWdagM-nk6U8JEDssyZ3ZelD3_RfvoZJRxytEWPSILa_zJKJiqv6rj6E7Os_cwAoABvOUTLeAsOSyZUTd-6Okn4j8eFY2FmNkbqDjYv1b0k52kLfDjleKMpS7G3TSJgnP26UodrC-oBL4chGhFPpipLRofaMbUA3w&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFuohOuEAUk684vKYvBRY9WtsbBbDrlF0dDx47neHzGgbyLz6rweq7AL3f9toLoTTYPq6TtnIseYB_bv875T2XJ2s5HOfJ6Fr8LBOG_mJ8HLMhNTQmN8Gdgyen8IBmk10zWkKUWyHiB1LKHVFD8YJBOsESH6yhXikisQbij3CuDDvX2pyRe-b8ZUM4kOF10Itnm8CDjEIEkprBfjp_3InbU-kbCtyUYy2E1-_UH0EWkCxjp47ncHpKm8fIGeLTuSyF3NMHEn_6QDUWdagM-nk6U8JEDssyZ3ZelD3_RfvoZJRxytEWPSILa_zJKJiqv6rj6E7Os_cwAoABvOUTLeAsOSyZUTd-6Okn4j8eFY2FmNkbqDjYv1b0k52kLfDjleKMpS7G3TSJgnP26UodrC-oBL4chGhFPpipLRofaMbUA3w&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 10:00 AM – 2:00 PM,3.7,18,ChIJM9VmbD-OcUgRPk-BT60d4x8,"{""establishment"",""furniture_store"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:07
Wailing Dip,Home & Interiors,home_interiors,home-and-interiors,"Unit 8, Bannerman Buildings, 8-10 Bannerman Rd, Easton, Bristol BS5 0RR, UK",bristol,easton,wailing-dip,51.462241,-2.5664935,,https://wailingdip.co.uk/,,https://maps.google.com/?cid=17053617420783073221,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF8u07MRDQFdbqsVdp1b3KxgLwNjbgWIcGUbxuMGrRFuk37oPEzicI3OtQmaHslGm-P0JKwk1qb4w6u5eYTGYh37E5LYDrH32weDASWh8i3gMuD9_uRV31wDdkZKcYbqBv4sjdmaDr0mq9CVAwnEkc6napUM6YpXbsELjzIn1rDiEa5KwucALndLSYi-2yHOx0QfX9J5VKVs16fzgmZ1xpaX9ZXzhMfNm5YOzwMJ__WX0h1OCUgf_TdvOeeivmNfsuz3hTmb_oit0sDubRTc5YPbgugrKfAi6m5NEW3eGlFuA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF8u07MRDQFdbqsVdp1b3KxgLwNjbgWIcGUbxuMGrRFuk37oPEzicI3OtQmaHslGm-P0JKwk1qb4w6u5eYTGYh37E5LYDrH32weDASWh8i3gMuD9_uRV31wDdkZKcYbqBv4sjdmaDr0mq9CVAwnEkc6napUM6YpXbsELjzIn1rDiEa5KwucALndLSYi-2yHOx0QfX9J5VKVs16fzgmZ1xpaX9ZXzhMfNm5YOzwMJ__WX0h1OCUgf_TdvOeeivmNfsuz3hTmb_oit0sDubRTc5YPbgugrKfAi6m5NEW3eGlFuA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJzW0yjGqPcUgRxTcwtbCequw,"{""establishment"",""home_goods_store"",""point_of_interest"",""store""}",independent,,https://www.instagram.com/wailingdip,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:08
Roud Fabrics,Home & Interiors,home_interiors,home-and-interiors,"221 Stapleton Rd, Easton, Bristol BS5 0PD, UK",bristol,easton,roud-fabrics,51.464203,-2.570038,0117 951 1672,,,https://maps.google.com/?cid=11649474720493154800,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE0jCGJWLgqu2DZQh7FCH27R-FcoGHzHqRLI7yAuzLIIQNJ1DTju4hs6CN95q4s6imRrr1qMF-jNOQRtlXIbjOBFt8S27YU0wVLmx8x3JDvlhU8tu2wqZYeH-cnq7QrWTP_ycBriDLqG96BuOkcrOhUW7ZCj9JxC-Y7tKG0BqUuwlGYyInZlSoEHu75v9pv7HFW9gim0tD2mPcMJHUT3gTVr2cu3-BLLtyuvf3Q77PE7UhU9RZDhJPFYPYCFn3U2Gp39qdKScCcfu13C4CCIRN4-_ZqfblVNMqSWraHv1B9NKgDjg7ihP1kQ_FkJbq4X2kJuMkBRWnXEePpKPD-mlVwOO1GR3pTAQICk5zSYg3egLcvO9qZiKrAPM45EuOTx97O7o1rU0N3OYPKkoIlaLIAa2YTU-v7QarMsXwjavsR-g&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEE0jCGJWLgqu2DZQh7FCH27R-FcoGHzHqRLI7yAuzLIIQNJ1DTju4hs6CN95q4s6imRrr1qMF-jNOQRtlXIbjOBFt8S27YU0wVLmx8x3JDvlhU8tu2wqZYeH-cnq7QrWTP_ycBriDLqG96BuOkcrOhUW7ZCj9JxC-Y7tKG0BqUuwlGYyInZlSoEHu75v9pv7HFW9gim0tD2mPcMJHUT3gTVr2cu3-BLLtyuvf3Q77PE7UhU9RZDhJPFYPYCFn3U2Gp39qdKScCcfu13C4CCIRN4-_ZqfblVNMqSWraHv1B9NKgDjg7ihP1kQ_FkJbq4X2kJuMkBRWnXEePpKPD-mlVwOO1GR3pTAQICk5zSYg3egLcvO9qZiKrAPM45EuOTx97O7o1rU0N3OYPKkoIlaLIAa2YTU-v7QarMsXwjavsR-g&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 10:00 AM – 5:30 PM | Tuesday: 10:00 AM – 5:30 PM | Wednesday: 10:00 AM – 5:30 PM | Thursday: 10:00 AM – 5:30 PM | Friday: 10:00 AM – 5:30 PM | Saturday: 10:00 AM – 5:30 PM | Sunday: Closed,3.3,10,ChIJV_y3RkCOcUgR8DHjZok_q6E,"{""establishment"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:08
Barn Homes,Home & Interiors,home_interiors,home-and-interiors,"St Marks Rd, Easton, Bristol BS5 0LN, UK",bristol,easton,barn-homes,51.46643539999999,-2.5665022,,,,https://maps.google.com/?cid=11386537133145507234,,,,,,,ChIJVx-JUT-OcUgRosXusjEbBZ4,"{""establishment"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:08
Claire Cartwright Studio,Home & Interiors,home_interiors,home-and-interiors,"Unit 11, Circuit, 32 Easton Rd, Easton, Bristol BS5 0DB, UK",bristol,easton,claire-cartwright-studio,51.4600757,-2.5677055,,http://www.clairecartwrightstudio.co.uk/,,https://maps.google.com/?cid=5496947825277179477,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEicp8fuedxLjfZJFeilRpnHrFc_tenHAkNmv5jAvs-ZMtxIwQoOmToSgpzYpzFjDW5PjoKgnUjE0Dmfhr0wo6oaJo0ltyNn5TWfL8iIJzLAUCjw0kNQpUkCLfoLLvM08pLYORyP-cQeuyOWAXixai6lhrQoZyeBz5W-KnLN_bSNZ9TQvadjHg9iALReWMOBvZu5xgprQ8I2xmrnFGaB6Su7qkdFBeNdCGl9JdF2-KQvPLBw5OpV1gJapb1IqBKrLuWh5BrzEuOYd0ixW70xj8zcD17ddFqAoTYSA-mT4iEDA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEicp8fuedxLjfZJFeilRpnHrFc_tenHAkNmv5jAvs-ZMtxIwQoOmToSgpzYpzFjDW5PjoKgnUjE0Dmfhr0wo6oaJo0ltyNn5TWfL8iIJzLAUCjw0kNQpUkCLfoLLvM08pLYORyP-cQeuyOWAXixai6lhrQoZyeBz5W-KnLN_bSNZ9TQvadjHg9iALReWMOBvZu5xgprQ8I2xmrnFGaB6Su7qkdFBeNdCGl9JdF2-KQvPLBw5OpV1gJapb1IqBKrLuWh5BrzEuOYd0ixW70xj8zcD17ddFqAoTYSA-mT4iEDA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 11:00 AM – 5:00 PM | Wednesday: 11:00 AM – 5:00 PM | Thursday: 11:00 AM – 5:00 PM | Friday: 11:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,5,7,ChIJJeqpakiPcUgRVZaASuwUSUw,"{""establishment"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:27:10
